"CPP_API, URL, REGOP"
tensorflow::ops::AdjustHue,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/adjust-hue.html,"./image_ops.cc:REGISTER_OP(""AdjustHue"")"
tensorflow::ops::AdjustSaturation,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/adjust-saturation.html,"./image_ops.cc:REGISTER_OP(""AdjustSaturation"")"
tensorflow::ops::CombinedNonMaxSuppression,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/combined-non-max-suppression.html,"./image_ops.cc:REGISTER_OP(""CombinedNonMaxSuppression"")"
tensorflow::ops::CropAndResize,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/crop-and-resize.html,"./image_ops.cc:REGISTER_OP(""CropAndResize"")"
tensorflow::ops::CropAndResizeGradBoxes,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/crop-and-resize-grad-boxes.html,"./image_ops.cc:REGISTER_OP(""CropAndResizeGradBoxes"")"
tensorflow::ops::CropAndResizeGradImage,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/crop-and-resize-grad-image.html,"./image_ops.cc:REGISTER_OP(""CropAndResizeGradImage"")"
tensorflow::ops::DecodeAndCropJpeg,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/decode-and-crop-jpeg.html,"./image_ops.cc:REGISTER_OP(""DecodeAndCropJpeg"")"
tensorflow::ops::DecodeBmp,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/decode-bmp.html,"./image_ops.cc:REGISTER_OP(""DecodeBmp"")"
tensorflow::ops::DecodeGif,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/decode-gif.html,"./image_ops.cc:REGISTER_OP(""DecodeGif"")"
tensorflow::ops::DecodeJpeg,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/decode-jpeg.html,"./image_ops.cc:REGISTER_OP(""DecodeJpeg"")"
tensorflow::ops::DecodePng,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/decode-png.html,"./image_ops.cc:REGISTER_OP(""DecodePng"")"
tensorflow::ops::DrawBoundingBoxes,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/draw-bounding-boxes.html,"./image_ops.cc:REGISTER_OP(""DrawBoundingBoxes"")"
tensorflow::ops::DrawBoundingBoxesV2,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/draw-bounding-boxes-v2.html,"./image_ops.cc:REGISTER_OP(""DrawBoundingBoxesV2"")"
tensorflow::ops::EncodeJpeg,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/encode-jpeg.html,"./image_ops.cc:REGISTER_OP(""EncodeJpeg"")"
tensorflow::ops::EncodeJpegVariableQuality,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/encode-jpeg-variable-quality.html,"./image_ops.cc:REGISTER_OP(""EncodeJpegVariableQuality"")"
tensorflow::ops::EncodePng,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/encode-png.html,"./image_ops.cc:REGISTER_OP(""EncodePng"")"
tensorflow::ops::ExtractGlimpse,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/extract-glimpse.html,"./image_ops.cc:REGISTER_OP(""ExtractGlimpse"")"
tensorflow::ops::ExtractJpegShape,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/extract-jpeg-shape.html,"./image_ops.cc:REGISTER_OP(""ExtractJpegShape"")"
tensorflow::ops::HSVToRGB,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/h-s-v-to-r-g-b.html,"./image_ops.cc:REGISTER_OP(""HSVToRGB"")"
tensorflow::ops::NonMaxSuppression,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/non-max-suppression.html,"./image_ops.cc:REGISTER_OP(""NonMaxSuppression"")"
tensorflow::ops::NonMaxSuppressionV2,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/non-max-suppression-v2.html,"./image_ops.cc:REGISTER_OP(""NonMaxSuppressionV2"")"
tensorflow::ops::NonMaxSuppressionV3,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/non-max-suppression-v3.html,"./image_ops.cc:REGISTER_OP(""NonMaxSuppressionV3"")"
tensorflow::ops::NonMaxSuppressionV4,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/non-max-suppression-v4.html,"./image_ops.cc:REGISTER_OP(""NonMaxSuppressionV4"")"
tensorflow::ops::NonMaxSuppressionV5,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/non-max-suppression-v5.html,"./image_ops.cc:REGISTER_OP(""NonMaxSuppressionV5"")"
tensorflow::ops::NonMaxSuppressionWithOverlaps,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/non-max-suppression-with-overlaps.html,"./image_ops.cc:REGISTER_OP(""NonMaxSuppressionWithOverlaps"")"
tensorflow::ops::QuantizedResizeBilinear,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/quantized-resize-bilinear.html,"./image_ops.cc:REGISTER_OP(""QuantizedResizeBilinear"")"
tensorflow::ops::RGBToHSV,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/r-g-b-to-h-s-v.html,"./image_ops.cc:REGISTER_OP(""RGBToHSV"")"
tensorflow::ops::ResizeArea,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/resize-area.html,"./image_ops.cc:REGISTER_OP(""ResizeArea"")"
tensorflow::ops::ResizeBicubic,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/resize-bicubic.html,"./image_ops.cc:REGISTER_OP(""ResizeBicubic"")"
tensorflow::ops::ResizeBilinear,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/resize-bilinear.html,"./image_ops.cc:REGISTER_OP(""ResizeBilinear"")"
tensorflow::ops::ResizeNearestNeighbor,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/resize-nearest-neighbor.html,"./image_ops.cc:REGISTER_OP(""ResizeNearestNeighbor"")"
tensorflow::ops::SampleDistortedBoundingBox,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sample-distorted-bounding-box.html,"./image_ops.cc:REGISTER_OP(""SampleDistortedBoundingBox"")"
tensorflow::ops::SampleDistortedBoundingBoxV2,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sample-distorted-bounding-box-v2.html,"./image_ops.cc:REGISTER_OP(""SampleDistortedBoundingBoxV2"")"
tensorflow::ops::ScaleAndTranslate,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/scale-and-translate.html,"./image_ops.cc:REGISTER_OP(""ScaleAndTranslate"")"
tensorflow::ops::FixedLengthRecordReader,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/fixed-length-record-reader.html,"./io_ops.cc:REGISTER_OP(""FixedLengthRecordReader"")"
tensorflow::ops::IdentityReader,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/identity-reader.html,"./io_ops.cc:REGISTER_OP(""IdentityReader"")"
tensorflow::ops::LMDBReader,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/l-m-d-b-reader.html,"./io_ops.cc:REGISTER_OP(""LMDBReader"")"
tensorflow::ops::MatchingFiles,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/matching-files.html,"./io_ops.cc:REGISTER_OP(""MatchingFiles"")"
tensorflow::ops::MergeV2Checkpoints,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/merge-v2-checkpoints.html,"./io_ops.cc:REGISTER_OP(""MergeV2Checkpoints"")"
tensorflow::ops::ReadFile,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/read-file.html,"./io_ops.cc:REGISTER_OP(""ReadFile"")"
tensorflow::ops::ReaderNumRecordsProduced,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/reader-num-records-produced.html,"./io_ops.cc:REGISTER_OP(""ReaderNumRecordsProduced"")"
tensorflow::ops::ReaderNumWorkUnitsCompleted,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/reader-num-work-units-completed.html,"./io_ops.cc:REGISTER_OP(""ReaderNumWorkUnitsCompleted"")"
tensorflow::ops::ReaderRead,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/reader-read.html,"./io_ops.cc:REGISTER_OP(""ReaderRead"")"
tensorflow::ops::ReaderReadUpTo,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/reader-read-up-to.html,"./io_ops.cc:REGISTER_OP(""ReaderReadUpTo"")"
tensorflow::ops::ReaderReset,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/reader-reset.html,"./io_ops.cc:REGISTER_OP(""ReaderReset"")"
tensorflow::ops::ReaderRestoreState,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/reader-restore-state.html,"./io_ops.cc:REGISTER_OP(""ReaderRestoreState"")"
tensorflow::ops::ReaderSerializeState,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/reader-serialize-state.html,"./io_ops.cc:REGISTER_OP(""ReaderSerializeState"")"
tensorflow::ops::Restore,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/restore.html,"./io_ops.cc:REGISTER_OP(""Restore"")"
tensorflow::ops::RestoreSlice,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/restore-slice.html,"./io_ops.cc:REGISTER_OP(""RestoreSlice"")"
tensorflow::ops::RestoreV2,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/restore-v2.html,"./io_ops.cc:REGISTER_OP(""RestoreV2"")"
tensorflow::ops::Save,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/save.html,"./io_ops.cc:REGISTER_OP(""Save"")"
tensorflow::ops::SaveSlices,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/save-slices.html,"./io_ops.cc:REGISTER_OP(""SaveSlices"")"
tensorflow::ops::SaveV2,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/save-v2.html,"./io_ops.cc:REGISTER_OP(""SaveV2"")"
tensorflow::ops::ShardedFilename,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sharded-filename.html,"./io_ops.cc:REGISTER_OP(""ShardedFilename"")"
tensorflow::ops::ShardedFilespec,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sharded-filespec.html,"./io_ops.cc:REGISTER_OP(""ShardedFilespec"")"
tensorflow::ops::TFRecordReader,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/t-f-record-reader.html,"./io_ops.cc:REGISTER_OP(""TFRecordReader"")"
tensorflow::ops::TextLineReader,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/text-line-reader.html,"./io_ops.cc:REGISTER_OP(""TextLineReader"")"
tensorflow::ops::WholeFileReader,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/whole-file-reader.html,"./io_ops.cc:REGISTER_OP(""WholeFileReader"")"
tensorflow::ops::WriteFile,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/write-file.html,"./io_ops.cc:REGISTER_OP(""WriteFile"")"
tensorflow::ops::Assert,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/assert.html,"./logging_ops.cc:REGISTER_OP(""Assert"")"
tensorflow::ops::HistogramSummary,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/histogram-summary.html,"./logging_ops.cc:REGISTER_OP(""HistogramSummary"")"
tensorflow::ops::MergeSummary,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/merge-summary.html,"./logging_ops.cc:REGISTER_OP(""MergeSummary"")"
tensorflow::ops::Print,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/print.html,"./logging_ops.cc:REGISTER_OP(""Print"")"
tensorflow::ops::PrintV2,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/print-v2.html,"./logging_ops.cc:REGISTER_OP(""PrintV2"")"
tensorflow::ops::ScalarSummary,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/scalar-summary.html,"./logging_ops.cc:REGISTER_OP(""ScalarSummary"")"
tensorflow::ops::TensorSummary,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/tensor-summary.html,"./logging_ops.cc:REGISTER_OP(""TensorSummary"")"
tensorflow::ops::TensorSummaryV2,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/tensor-summary-v2.html,"./logging_ops.cc:REGISTER_OP(""TensorSummaryV2"")"
tensorflow::ops::Timestamp,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/timestamp.html,"./logging_ops.cc:REGISTER_OP(""Timestamp"")"
tensorflow::ops::Abs,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/abs.html,"./math_ops.cc:REGISTER_OP(""Abs"")"
tensorflow::ops::AccumulateNV2,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/accumulate-n-v2.html,"./math_ops.cc:REGISTER_OP(""AccumulateNV2"")"
tensorflow::ops::Acos,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/acos.html,"./math_ops.cc:REGISTER_OP(""Acos"").UNARY();"
tensorflow::ops::Acosh,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/acosh.html,"./math_ops.cc:REGISTER_OP(""Acosh"").UNARY_COMPLEX();"
tensorflow::ops::Add,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/add.html,"./math_ops.cc:REGISTER_OP(""Add"")"
tensorflow::ops::AddN,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/add-n.html,"./math_ops.cc:REGISTER_OP(""AddN"")"
tensorflow::ops::AddV2,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/add-v2.html,"./math_ops.cc:REGISTER_OP(""AddV2"")"
tensorflow::ops::All,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/all.html,"./math_ops.cc:REGISTER_OP(""All"")"
tensorflow::ops::Angle,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/angle.html,"./math_ops.cc:REGISTER_OP(""Angle"")"
tensorflow::ops::Any,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/any.html,"./math_ops.cc:REGISTER_OP(""Any"")"
tensorflow::ops::ApproximateEqual,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/approximate-equal.html,"./math_ops.cc:REGISTER_OP(""ApproximateEqual"")"
tensorflow::ops::ArgMax,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/arg-max.html,"./math_ops.cc:REGISTER_OP(""ArgMax"")"
tensorflow::ops::ArgMin,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/arg-min.html,"./math_ops.cc:REGISTER_OP(""ArgMin"")"
tensorflow::ops::Asin,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/asin.html,"./math_ops.cc:REGISTER_OP(""Asin"").UNARY();"
tensorflow::ops::Asinh,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/asinh.html,"./math_ops.cc:REGISTER_OP(""Asinh"").UNARY_COMPLEX();"
tensorflow::ops::Atan,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/atan.html,"./math_ops.cc:REGISTER_OP(""Atan"").UNARY();"
tensorflow::ops::Atan2,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/atan2.html,"./math_ops.cc:REGISTER_OP(""Atan2"")"
tensorflow::ops::Atanh,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/atanh.html,"./math_ops.cc:REGISTER_OP(""Atanh"").UNARY_COMPLEX();"
tensorflow::ops::BatchMatMul,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/batch-mat-mul.html,"./math_ops.cc:REGISTER_OP(""BatchMatMul"")"
tensorflow::ops::BatchMatMulV2,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/batch-mat-mul-v2.html,"./math_ops.cc:REGISTER_OP(""BatchMatMulV2"")"
tensorflow::ops::BesselI0e,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/bessel-i0e.html,"./math_ops.cc:REGISTER_OP(""BesselI0e"").UNARY_REAL();"
tensorflow::ops::BesselI1e,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/bessel-i1e.html,"./math_ops.cc:REGISTER_OP(""BesselI1e"").UNARY_REAL();"
tensorflow::ops::Betainc,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/betainc.html,"./math_ops.cc:REGISTER_OP(""Betainc"")"
tensorflow::ops::Bincount,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/bincount.html,"./math_ops.cc:REGISTER_OP(""Bincount"")"
tensorflow::ops::Bucketize,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/bucketize.html,"./math_ops.cc:REGISTER_OP(""Bucketize"")"
tensorflow::ops::Cast,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/cast.html,"./math_ops.cc:REGISTER_OP(""Cast"")"
tensorflow::ops::Ceil,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/ceil.html,"./math_ops.cc:REGISTER_OP(""Ceil"")"
tensorflow::ops::ClipByValue,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/clip-by-value.html,"./math_ops.cc:REGISTER_OP(""ClipByValue"")"
tensorflow::ops::CompareAndBitpack,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/compare-and-bitpack.html,"./math_ops.cc:REGISTER_OP(""CompareAndBitpack"")"
tensorflow::ops::Complex,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/complex.html,"./math_ops.cc:REGISTER_OP(""Complex"")"
tensorflow::ops::ComplexAbs,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/complex-abs.html,"./math_ops.cc:REGISTER_OP(""ComplexAbs"")"
tensorflow::ops::Conj,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/conj.html,"./math_ops.cc:REGISTER_OP(""Conj"")"
tensorflow::ops::Cos,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/cos.html,"./math_ops.cc:REGISTER_OP(""Cos"").UNARY_COMPLEX();"
tensorflow::ops::Cosh,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/cosh.html,"./math_ops.cc:REGISTER_OP(""Cosh"").UNARY_COMPLEX();"
tensorflow::ops::Cross,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/cross.html,"./math_ops.cc:REGISTER_OP(""Cross"")"
tensorflow::ops::Cumprod,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/cumprod.html,"./math_ops.cc:REGISTER_OP(""Cumprod"")"
tensorflow::ops::Cumsum,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/cumsum.html,"./math_ops.cc:REGISTER_OP(""Cumsum"")"
tensorflow::ops::Digamma,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/digamma.html,"./math_ops.cc:REGISTER_OP(""Digamma"").UNARY_REAL();"
tensorflow::ops::Div,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/div.html,"./math_ops.cc:REGISTER_OP(""Div"").BINARY_MORE().SetShapeFn("
tensorflow::ops::DivNoNan,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/div-no-nan.html,"./math_ops.cc:REGISTER_OP(""DivNoNan"")"
tensorflow::ops::Equal,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/equal.html,"./math_ops.cc:REGISTER_OP(""Equal"").EQUALITY_COMPARISON();"
tensorflow::ops::Erf,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/erf.html,"./math_ops.cc:REGISTER_OP(""Erf"").UNARY_REAL();"
tensorflow::ops::Erfc,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/erfc.html,"./math_ops.cc:REGISTER_OP(""Erfc"").UNARY_REAL();"
tensorflow::ops::EuclideanNorm,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/euclidean-norm.html,"./math_ops.cc:REGISTER_OP(""EuclideanNorm"")"
tensorflow::ops::Exp,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/exp.html,"./math_ops.cc:REGISTER_OP(""Exp"").UNARY_COMPLEX();"
tensorflow::ops::Expm1,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/expm1.html,"./math_ops.cc:REGISTER_OP(""Expm1"").UNARY_COMPLEX();"
tensorflow::ops::Floor,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/floor.html,"./math_ops.cc:REGISTER_OP(""Floor"")"
tensorflow::ops::FloorDiv,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/floor-div.html,"./math_ops.cc:REGISTER_OP(""FloorDiv"")"
tensorflow::ops::FloorMod,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/floor-mod.html,"./math_ops.cc:REGISTER_OP(""FloorMod"")"
tensorflow::ops::Greater,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/greater.html,"./math_ops.cc:REGISTER_OP(""Greater"").COMPARISON();"
tensorflow::ops::GreaterEqual,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/greater-equal.html,"./math_ops.cc:REGISTER_OP(""GreaterEqual"").COMPARISON();"
tensorflow::ops::HistogramFixedWidth,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/histogram-fixed-width.html,"./math_ops.cc:REGISTER_OP(""HistogramFixedWidth"")"
tensorflow::ops::Igamma,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/igamma.html,"./math_ops.cc:REGISTER_OP(""Igamma"")"
tensorflow::ops::Igammac,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/igammac.html,"./math_ops.cc:REGISTER_OP(""Igammac"")"
tensorflow::ops::Imag,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/imag.html,"./math_ops.cc:REGISTER_OP(""Imag"")"
tensorflow::ops::Inv,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/inv.html,"./math_ops.cc:REGISTER_OP(""Inv"").UNARY();"
tensorflow::ops::IsFinite,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/is-finite.html,"./math_ops.cc:REGISTER_OP(""IsFinite"")"
tensorflow::ops::IsInf,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/is-inf.html,"./math_ops.cc:REGISTER_OP(""IsInf"")"
tensorflow::ops::IsNan,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/is-nan.html,"./math_ops.cc:REGISTER_OP(""IsNan"")"
tensorflow::ops::Less,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/less.html,"./math_ops.cc:REGISTER_OP(""Less"").COMPARISON();"
tensorflow::ops::LessEqual,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/less-equal.html,"./math_ops.cc:REGISTER_OP(""LessEqual"").COMPARISON();"
tensorflow::ops::Lgamma,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/lgamma.html,"./math_ops.cc:REGISTER_OP(""Lgamma"").UNARY_REAL();"
tensorflow::ops::LinSpace,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/lin-space.html,"./math_ops.cc:REGISTER_OP(""LinSpace"")"
tensorflow::ops::Log,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/log.html,"./math_ops.cc:REGISTER_OP(""Log"").UNARY_COMPLEX();"
tensorflow::ops::Log1p,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/log1p.html,"./math_ops.cc:REGISTER_OP(""Log1p"").UNARY_COMPLEX();"
tensorflow::ops::LogicalAnd,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/logical-and.html,"./math_ops.cc:REGISTER_OP(""LogicalAnd"").BINARY_LOGICAL();"
tensorflow::ops::LogicalNot,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/logical-not.html,"./math_ops.cc:REGISTER_OP(""LogicalNot"")"
tensorflow::ops::LogicalOr,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/logical-or.html,"./math_ops.cc:REGISTER_OP(""LogicalOr"").BINARY_LOGICAL();"
tensorflow::ops::MatMul,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/mat-mul.html,"./math_ops.cc:REGISTER_OP(""MatMul"")"
tensorflow::ops::Max,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/max.html,"./math_ops.cc:REGISTER_OP(""Max"")"
tensorflow::ops::Maximum,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/maximum.html,"./math_ops.cc:REGISTER_OP(""Maximum"")"
tensorflow::ops::Mean,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/mean.html,"./math_ops.cc:REGISTER_OP(""Mean"")"
tensorflow::ops::Min,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/min.html,"./math_ops.cc:REGISTER_OP(""Min"")"
tensorflow::ops::Minimum,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/minimum.html,"./math_ops.cc:REGISTER_OP(""Minimum"")"
tensorflow::ops::Mod,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/mod.html,"./math_ops.cc:REGISTER_OP(""Mod"")"
tensorflow::ops::MulNoNan,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/mul-no-nan.html,"./math_ops.cc:REGISTER_OP(""MulNoNan"")"
tensorflow::ops::Multiply,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/multiply.html,
tensorflow::ops::Negate,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/negate.html,
tensorflow::ops::NextAfter,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/next-after.html,"./math_ops.cc:REGISTER_OP(""NextAfter"")"
tensorflow::ops::NotEqual,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/not-equal.html,"./math_ops.cc:REGISTER_OP(""NotEqual"").EQUALITY_COMPARISON();"
tensorflow::ops::Polygamma,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/polygamma.html,"./math_ops.cc:REGISTER_OP(""Polygamma"")"
tensorflow::ops::Pow,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/pow.html,"./math_ops.cc:REGISTER_OP(""Pow"")"
tensorflow::ops::Prod,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/prod.html,"./math_ops.cc:REGISTER_OP(""Prod"")"
tensorflow::ops::QuantizeDownAndShrinkRange,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/quantize-down-and-shrink-range.html,"./math_ops.cc:REGISTER_OP(""QuantizeDownAndShrinkRange"")"
tensorflow::ops::QuantizedAdd,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/quantized-add.html,"./math_ops.cc:REGISTER_OP(""QuantizedAdd"")"
tensorflow::ops::QuantizedMatMul,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/quantized-mat-mul.html,"./math_ops.cc:REGISTER_OP(""QuantizedMatMul"")"
tensorflow::ops::QuantizedMul,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/quantized-mul.html,"./math_ops.cc:REGISTER_OP(""QuantizedMul"")"
tensorflow::ops::Range,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/range.html,"./math_ops.cc:REGISTER_OP(""Range"")"
tensorflow::ops::Real,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/real.html,"./math_ops.cc:REGISTER_OP(""Real"")"
tensorflow::ops::RealDiv,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/real-div.html,"./math_ops.cc:REGISTER_OP(""RealDiv"").BINARY_MORE().SetShapeFn("
tensorflow::ops::Reciprocal,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/reciprocal.html,"./math_ops.cc:REGISTER_OP(""Reciprocal"").UNARY();"
tensorflow::ops::RequantizationRange,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/requantization-range.html,"./math_ops.cc:REGISTER_OP(""RequantizationRange"")"
